names,lUnknown,rUnknown,lG_and_S_frontomargin,rG_and_S_frontomargin,lG_and_S_occipital_inf,rG_and_S_occipital_inf,lG_and_S_paracentral,rG_and_S_paracentral,lG_and_S_subcentral,rG_and_S_subcentral,lG_and_S_transv_frontopol,rG_and_S_transv_frontopol,lG_and_S_cingul-Ant,rG_and_S_cingul-Ant,lG_and_S_cingul-Mid-Ant,rG_and_S_cingul-Mid-Ant,lG_and_S_cingul-Mid-Post,rG_and_S_cingul-Mid-Post,lG_cingul-Post-dorsal,rG_cingul-Post-dorsal,lG_cingul-Post-ventral,rG_cingul-Post-ventral,lG_cuneus,rG_cuneus,lG_front_inf-Opercular,rG_front_inf-Opercular,lG_front_inf-Orbital,rG_front_inf-Orbital,lG_front_inf-Triangul,rG_front_inf-Triangul,lG_front_middle,rG_front_middle,lG_front_sup,rG_front_sup,lG_Ins_lg_and_S_cent_ins,rG_Ins_lg_and_S_cent_ins,lG_insular_short,rG_insular_short,lG_occipital_middle,rG_occipital_middle,lG_occipital_sup,rG_occipital_sup,lG_oc-temp_lat-fusifor,rG_oc-temp_lat-fusifor,lG_oc-temp_med-Lingual,rG_oc-temp_med-Lingual,lG_oc-temp_med-Parahip,rG_oc-temp_med-Parahip,lG_orbital,rG_orbital,lG_pariet_inf-Angular,rG_pariet_inf-Angular,lG_pariet_inf-Supramar,rG_pariet_inf-Supramar,lG_parietal_sup,rG_parietal_sup,lG_postcentral,rG_postcentral,lG_precentral,rG_precentral,lG_precuneus,rG_precuneus,lG_rectus,rG_rectus,lG_subcallosal,rG_subcallosal,lG_temp_sup-G_T_transv,rG_temp_sup-G_T_transv,lG_temp_sup-Lateral,rG_temp_sup-Lateral,lG_temp_sup-Plan_polar,rG_temp_sup-Plan_polar,lG_temp_sup-Plan_tempo,rG_temp_sup-Plan_tempo,lG_temporal_inf,rG_temporal_inf,lG_temporal_middle,rG_temporal_middle,lLat_Fis-ant-Horizont,rLat_Fis-ant-Horizont,lLat_Fis-ant-Vertical,rLat_Fis-ant-Vertical,lLat_Fis-post,rLat_Fis-post,lMedial_wall,rMedial_wall,lPole_occipital,rPole_occipital,lPole_temporal,rPole_temporal,lS_calcarine,rS_calcarine,lS_central,rS_central,lS_cingul-Marginalis,rS_cingul-Marginalis,lS_circular_insula_ant,rS_circular_insula_ant,lS_circular_insula_inf,rS_circular_insula_inf,lS_circular_insula_sup,rS_circular_insula_sup,lS_collat_transv_ant,rS_collat_transv_ant,lS_collat_transv_post,rS_collat_transv_post,lS_front_inf,rS_front_inf,lS_front_middle,rS_front_middle,lS_front_sup,rS_front_sup,lS_interm_prim-Jensen,rS_interm_prim-Jensen,lS_intrapariet_and_P_trans,rS_intrapariet_and_P_trans,lS_oc_middle_and_Lunatus,rS_oc_middle_and_Lunatus,lS_oc_sup_and_transversal,rS_oc_sup_and_transversal,lS_occipital_ant,rS_occipital_ant,lS_oc-temp_lat,rS_oc-temp_lat,lS_oc-temp_med_and_Lingual,rS_oc-temp_med_and_Lingual,lS_orbital_lateral,rS_orbital_lateral,lS_orbital_med-olfact,rS_orbital_med-olfact,lS_orbital-H_Shaped,rS_orbital-H_Shaped,lS_parieto_occipital,rS_parieto_occipital,lS_pericallosal,rS_pericallosal,lS_postcentral,rS_postcentral,lS_precentral-inf-part,rS_precentral-inf-part,lS_precentral-sup-part,rS_precentral-sup-part,lS_suborbital,rS_suborbital,lS_subparietal,rS_subparietal,lS_temporal_inf,rS_temporal_inf,lS_temporal_sup,rS_temporal_sup,lS_temporal_transverse,rS_temporal_transverse
sub-44_T1w,2.6026,2.6881,2.6705,2.4433,2.5101,2.4695,2.4268,2.1844,2.9247,2.8017,3.1291,2.5793,3.2358,2.9317,3.0523,2.873,2.911,3.0025,3.4212,3.4756,3.5424,2.811,2.1096,2.0701,3.2266,3.1815,3.0615,2.7801,3.0559,2.7847,3.0011,2.9713,3.1977,3.1908,4.4514,4.0845,5.046,4.4077,2.6107,2.7585,2.2968,2.4756,2.9367,2.864,2.3482,2.4506,3.5988,3.4622,3.2675,3.0135,2.7215,2.7772,2.8164,2.9998,2.5683,2.4436,2.3698,2.1554,2.8293,2.8718,2.7061,2.7362,2.5562,2.2664,3.1284,2.3793,2.9898,2.9546,3.2534,3.2226,4.1704,3.6844,2.7908,2.7558,3.0889,2.8336,3.3027,3.1095,2.5807,2.8593,2.8132,2.7622,2.5602,2.82,NaN,NaN,2.061,2.0889,3.6362,3.3107,2.2762,2.2273,1.97,2.0851,2.5277,2.6254,3.4039,3.4407,3.6032,3.3005,3.1908,2.9859,3.1701,2.9722,2.5286,1.9997,2.6424,2.6696,2.7048,2.697,2.7801,2.8133,2.4358,2.7634,2.3757,2.3091,1.9979,2.2459,2.2362,2.2016,2.3901,2.2524,2.4767,2.5182,2.5573,2.439,2.7313,2.5953,2.6825,2.9067,3.1753,3.0965,2.3852,2.2805,2.3122,1.9353,2.5581,2.2016,2.6485,2.7442,2.7999,2.8685,2.4456,2.6343,2.3973,2.4177,2.6055,2.5721,2.6989,2.671,2.8177,2.8363
sub-45_T1w,2.2957,2.4595,2.6757,2.7702,2.1958,2.5575,2.5272,2.7109,3.0453,3.0126,3.2247,2.9611,3.0832,3.1074,3.0407,3.1207,2.7209,2.8807,3.0897,3.0316,2.6903,3.0053,2.2298,2.2863,3.472,3.2198,3.4387,2.8065,3.0153,2.906,3.0535,3.2231,3.4078,3.4925,4.5452,4.1163,5.0358,4.8641,2.6781,2.8062,2.421,2.3347,2.9441,2.9222,2.482,2.59,3.2221,3.3029,3.5471,3.214,2.968,3.1883,3.0208,3.2189,2.5916,2.7773,2.5287,2.4509,3.041,3.112,2.8471,2.7609,2.6947,2.4841,3.0409,2.8216,3.0305,3.0459,3.5047,3.3031,3.7628,3.8516,2.7403,2.8065,2.8029,3.0886,2.8326,3.415,2.8604,2.827,3.2164,2.9593,2.7483,2.9227,NaN,NaN,1.9819,2.0927,3.7087,3.3631,2.3921,2.2895,2.2539,2.1402,2.5283,2.39,3.8922,3.5005,3.7252,3.2503,3.3959,3.429,2.8245,2.987,2.2164,1.8445,2.6182,2.6341,2.5516,2.8396,2.8792,3.0278,2.9716,2.8209,2.4053,2.4836,2.51,2.2852,2.1061,2.1089,2.1819,2.2565,2.7105,2.6714,2.5269,2.5295,2.7289,2.6077,2.6137,2.4353,3.3995,3.3596,2.603,2.5707,1.5535,1.6804,2.5821,2.307,2.849,2.9144,2.606,2.9577,3.0228,2.114,2.6247,2.7056,2.2384,2.5439,2.7113,2.8341,2.6323,2.8153
sub-46_T1w,2.623,2.4932,2.8683,2.5771,2.3174,2.5905,2.649,2.6036,3.0899,2.9127,3.01,2.7123,3.1431,3.0809,3.1027,3.3935,3.0593,2.9626,3.4872,3.5555,3.2681,3.0255,2.2736,2.2252,3.3817,3.2121,3.1671,2.9197,3.1929,2.963,3.1,2.9667,3.3622,3.3911,4.8442,4.862,5.1347,3.8956,2.7118,2.8443,2.3541,2.588,2.7855,3.0224,2.4325,2.7333,3.5257,3.5038,3.2406,3.3188,3.0519,2.8638,3.1314,2.9402,2.6729,2.5851,2.4355,2.4553,2.9173,2.9849,2.887,3.0038,2.9609,2.9241,3.661,3.7577,3.0371,2.8024,3.32,3.2514,3.5994,3.6676,3.0462,2.8849,2.9706,2.6838,3.564,3.2287,2.6404,2.9226,3.2781,2.76,2.8267,2.9005,NaN,NaN,2.1557,2.1468,3.3929,3.1456,2.2931,2.2032,2.1662,2.1559,2.6841,2.7766,3.631,3.0425,3.544,3.4966,3.4834,3.1289,3.4106,3.0387,2.3208,2.3311,2.5758,2.7597,2.7905,2.7842,2.8239,2.8882,3.3956,2.9573,2.1875,2.3781,2.1928,2.1832,1.9974,2.0483,2.2824,2.5273,2.3799,2.6935,2.7726,2.4183,2.9422,2.6748,2.7723,2.6191,2.8687,3.3496,2.6436,2.7828,1.9609,1.9743,2.6487,2.4713,2.8874,2.7648,2.7891,2.8479,2.6959,3.0901,2.7283,2.8988,2.6495,2.643,2.5998,2.7011,2.1738,2.794
sub-47_T1w,2.4487,2.3402,2.7621,2.8526,2.7607,2.7404,2.6764,2.3469,3.1194,3.0424,3.0355,2.8629,3.3041,3.0783,3.3669,3.4266,3.1696,3.259,3.6976,3.6623,3.2481,2.9002,2.2567,2.1445,3.4174,3.2898,3.3611,2.9313,3.1488,2.9863,3.3554,3.0355,3.4816,3.4347,4.1681,3.9373,4.9722,3.9699,2.911,2.9641,2.443,2.5391,3.4462,3.0253,2.3644,2.2411,3.5793,3.224,3.2525,2.9431,3.0692,3.1369,3.1074,3.1436,2.7294,2.6834,2.4393,2.2734,3.0398,2.973,3.0086,2.8948,2.9446,2.7203,2.3239,2.3087,2.8809,2.7327,3.5708,3.4854,3.6153,3.3673,3.212,3.1413,2.9883,3.0539,3.5672,3.3081,2.6637,2.8601,2.997,2.3524,2.6661,3.087,NaN,NaN,2.1078,2.2339,3.3325,3.0389,2.2375,2.2677,2.2411,2.2056,2.8105,2.5878,3.7524,3.5873,3.6996,3.4972,3.372,3.2364,2.8642,2.8382,2.2816,2.7682,2.7234,2.7074,2.8151,2.7621,3.1979,3.0632,2.5676,2.518,2.6293,2.5619,2.119,2.1951,2.395,2.2585,2.5223,2.3388,3.3258,3.012,2.5757,2.2117,2.8138,2.5522,2.7716,2.3803,3.4377,3.1468,2.5686,2.4401,2.3819,1.8646,2.5883,2.3251,2.8423,3.0097,2.8851,2.9302,2.4997,2.5639,2.6766,2.8458,2.8562,2.4148,2.9418,2.9436,2.8735,2.9374
sub-50_T1w,2.5118,2.3807,2.6754,2.7052,2.2536,2.5313,2.6718,2.6693,2.8902,2.7711,2.764,2.8127,2.9276,2.8708,3.008,3.2186,2.8608,3.1553,3.3733,3.2298,3.1898,3.1149,2.0951,2.2262,3.3084,3.1791,2.9165,3.1818,3.279,3.0831,3.1759,3.0286,3.2542,3.3431,3.9066,3.869,4.9161,4.9123,2.8109,2.7751,2.2512,2.6045,2.8984,2.8957,2.2161,2.3882,3.1741,3.1813,3.2989,3.2533,2.9178,2.8061,2.954,2.8919,2.4988,2.5005,2.6213,2.3712,2.8138,3.089,2.6548,2.8497,2.5178,2.513,2.845,2.4369,2.9109,2.8082,3.4016,3.3071,3.8328,3.3043,3.1294,2.7441,2.8775,2.8713,3.4781,3.1698,2.9973,2.8102,2.9942,2.8962,2.674,2.9151,NaN,NaN,1.8119,2.0443,3.2969,2.8579,2.5204,2.3711,2.1926,2.2639,2.4687,2.698,3.3422,3.2098,3.3332,3.0603,3.2299,3.2557,2.8648,2.7502,2.2424,2.1656,2.8775,2.8453,2.8439,2.577,3.0017,2.981,2.3778,2.7019,2.3693,2.4899,2.4093,2.4646,2.2636,2.4971,2.4479,2.4527,2.4171,2.3699,2.5291,2.5892,3.0267,2.7775,2.5329,2.3839,2.9494,3.0947,2.5569,2.5391,2.0063,2.4338,2.4997,2.4286,3.0841,2.9003,2.709,2.8884,2.5802,2.7823,2.5241,2.7059,2.8434,2.7626,2.7938,2.8476,3.1134,2.8184
sub-51_T1w,2.5012,2.5602,2.7912,2.7717,2.4634,2.7014,2.7424,2.6749,3.126,2.8546,2.9138,2.8405,3.1169,3.1072,3.2172,3.1747,3.0082,2.9519,3.4173,3.6359,2.972,2.6788,2.239,2.4307,3.2643,3.1758,3.1724,3.0495,2.9835,2.8854,3.0903,2.9964,3.3343,3.3653,4.8341,4.6367,4.9587,4.3593,2.7279,3.0323,2.567,2.6671,3.1065,2.8365,2.4768,2.5529,2.9338,3.041,3.2738,3.2663,3.0488,2.9408,3.2005,3.0738,2.6985,2.6843,2.5544,2.4797,3.0932,3.0978,2.9019,2.9525,2.6914,2.7622,2.474,3.1403,2.9585,2.9235,3.5264,3.281,3.3474,3.7779,3.0829,2.7395,3.139,3.1305,3.2911,3.171,3.2164,2.9288,3.2414,3.0643,2.8906,2.7518,NaN,NaN,2.1492,2.2351,3.8179,3.406,2.3762,2.2872,2.2991,2.3445,2.8055,2.5105,3.4403,3.5773,3.5891,3.424,3.2358,3.2736,3.2959,3.1896,2.5998,2.3332,2.7378,2.6161,2.9594,2.8738,3.1504,3.0701,2.8366,2.9052,2.5695,2.5982,2.2396,2.1393,2.2372,2.2205,2.0926,2.2443,2.8244,2.8688,2.7817,2.4453,3.0585,2.894,3.2394,2.9053,3.2241,3.1549,2.4658,2.5571,2.0199,2.003,2.7526,2.4206,2.9312,2.8216,2.9338,2.9172,2.8747,2.5569,2.6388,2.7521,2.8337,2.4734,2.6436,2.6279,2.7225,2.8946
sub-53_T1w,2.4646,2.5042,2.619,2.3642,3.009,2.5264,2.2294,2.067,2.9991,3.0105,2.9378,2.9086,3.0441,2.8833,3.2735,3.1622,2.9457,2.9684,3.2774,3.7065,2.9312,3.1008,2.2858,2.2325,3.3518,3.1946,3.3218,3.2061,3.0788,3.0866,3.0771,2.9932,3.4014,3.3548,4.2549,3.9064,4.3979,4.2094,2.9227,2.6546,2.4736,2.5983,3.0756,2.9424,2.4827,2.4585,3.3955,3.5408,3.2074,3.1438,2.9567,2.9535,3.1476,3.0781,2.5241,2.5315,2.0158,2.4524,2.5667,2.927,2.7883,2.9963,2.6948,2.4555,2.8796,2.3182,3.2281,3.0971,3.2777,3.3527,3.4696,3.5658,3.1137,2.9741,2.814,2.9606,3.3816,3.2682,2.6065,2.9569,3.16,2.6694,2.565,2.8026,NaN,NaN,2.1228,2.2311,3.085,2.786,2.2618,2.2438,2.071,2.1886,2.4726,2.5724,3.6501,3.2839,3.6746,3.3995,3.1878,2.8882,2.859,2.7362,2.3601,2.3342,2.5862,2.6453,2.4516,2.7438,2.8507,2.9697,2.4702,3.0731,2.3545,2.3812,2.1586,2.2419,2.2321,2.3591,2.3687,2.1541,3.1234,2.3501,2.4702,2.4631,2.7498,3.0464,2.1809,2.2181,3.2149,3.2419,2.4394,2.4242,1.8766,1.8196,2.5264,2.4952,2.769,2.703,2.9208,2.743,2.3687,2.7204,2.5696,2.6013,2.7403,2.4947,2.7743,2.8111,3.0154,3.232
sub-54_T1w,2.4764,2.462,2.5503,2.7326,2.2073,2.4213,2.1781,1.857,2.995,2.8489,2.6618,2.6644,3.1202,3.2008,3.2069,3.0704,2.8665,2.8239,3.073,3.4558,2.8428,3.2034,2.1554,2.1897,3.2305,3.4097,3.0587,2.8654,2.866,2.8501,2.9172,2.9158,3.2085,3.0334,4.3561,4.4613,5.1167,5.1235,2.5902,2.7682,2.2229,2.3609,3.0427,3.1976,2.4173,2.3543,3.7596,3.927,2.9752,3.4313,2.8789,2.8333,3.0011,2.8881,2.4601,2.3835,1.9923,1.9011,2.6285,2.534,2.824,2.855,2.699,2.7542,2.9328,3.6258,2.9448,2.9505,3.2032,3.2307,3.891,3.7576,2.9806,3.0532,2.938,2.8073,3.2538,3.318,3.2481,2.7554,3.175,2.788,3.1097,2.7868,NaN,NaN,1.7185,1.8788,3.5882,3.3172,2.1972,2.1931,1.982,1.9243,2.6913,2.5338,3.5221,3.6713,3.651,3.6275,3.2771,3.3936,2.9039,3.2351,1.8563,2.2331,2.6003,2.5941,2.8358,2.544,2.9345,2.8412,2.7177,2.7991,2.5483,2.3652,2.1224,2.3577,2.349,2.2599,2.5619,2.3113,2.6911,3.0626,2.5557,2.7069,2.45,2.7348,2.4925,2.9645,3.1308,3.1055,2.2798,2.4193,1.9859,1.8721,2.5207,2.3306,2.7925,2.9913,2.6177,2.8092,3.1485,2.6651,2.4457,2.5068,2.8429,2.6569,2.7841,2.7975,2.5865,2.7428
sub-55_T1w,2.2186,2.3672,2.7077,2.6625,2.3656,2.7055,2.3279,2.1086,3.1176,2.8229,2.7237,3.041,3.1703,2.9407,3.1862,2.9815,2.9603,2.8292,3.0469,3.4384,3.0013,2.7937,2.126,2.1513,3.3781,2.9566,2.9855,2.6485,2.9929,2.895,3.0656,3.0039,3.3118,3.2393,3.369,3.9844,4.0423,4.2285,2.6103,2.8199,2.2277,2.3945,3.0759,2.9139,2.3904,2.4224,3.5025,3.7377,3.1707,3.0428,2.9271,2.8603,3.0461,3.0547,2.4992,2.6634,2.21,2.2639,2.8391,2.8787,2.7467,2.8324,2.7169,2.5577,3.4775,2.5425,2.9749,2.6264,3.3754,3.5508,3.6486,4.429,2.9313,2.8321,3.4293,3.0137,3.4565,3.2992,2.4399,2.698,2.8604,2.9124,2.7671,2.7364,NaN,NaN,1.9037,2.1984,3.8553,4.0421,2.1693,1.9941,2.0994,2.1883,2.4626,2.6473,3.4083,3.2079,3.195,3.3898,3.2885,3.0903,3.0857,2.8638,2.5653,2.4513,2.4885,2.6411,2.711,2.5596,2.958,2.8732,2.4673,2.8369,2.4228,2.537,2.098,2.3419,2.3329,2.3993,2.1632,2.59,2.5763,2.8765,2.6102,2.5511,2.7895,2.7145,2.7455,2.2322,2.9881,2.8669,2.4472,2.4826,2.018,1.7567,2.4215,2.4891,2.5615,2.9058,3.0083,2.7841,2.6852,2.5517,2.6466,2.57,2.7965,2.4042,2.7302,2.7027,3.0691,2.6432
sub-57_T1w,2.3571,2.2448,2.2968,2.1663,2.1098,2.8453,2.5617,2.5003,2.8013,2.6544,2.5314,2.7114,3.2392,2.8737,3.0685,3.1668,3.1993,3.1398,3.5708,3.7786,2.7073,3.1311,2.0788,2.0404,3.3323,3.1035,3.0104,2.5448,2.7882,2.5871,2.8351,2.6365,3.1309,3.0781,3.8026,4.019,4.1307,3.7343,2.6694,2.9235,2.5276,2.5859,2.8212,3.0379,2.4596,2.466,3.0238,3.1733,2.6423,2.4335,2.6809,2.5439,2.779,2.6345,2.5461,2.3918,2.1638,2.181,2.5994,2.573,2.6971,2.888,2.9809,2.5296,3.2888,4.1823,3.3347,3.0131,3.1264,3.1584,3.5982,3.2064,2.6597,2.8479,2.8855,2.9452,2.9202,2.8245,2.5951,2.728,2.9281,2.611,2.6668,2.9236,NaN,NaN,2.1377,2.1639,2.6941,2.8971,2.3721,2.5044,2.0122,2.0057,2.6224,2.5196,3.654,3.0317,3.5063,3.4526,3.2484,3.2766,2.8792,2.8631,2.0167,2.2018,2.4738,2.6454,2.6399,2.5694,2.8103,2.7678,3.0415,2.6655,2.5353,2.5705,2.2913,2.4607,2.3171,2.4303,2.1507,2.7111,2.6175,2.7471,2.385,2.5847,2.4764,3.0102,2.1493,2.1255,2.688,2.4575,2.5508,2.4123,2.3119,1.7845,2.3742,2.2128,2.6853,2.7268,2.7417,2.8224,2.6841,2.6621,2.5601,2.5686,2.5614,2.3588,2.5529,2.5891,2.2852,2.9985
sub-59_T1w,2.6074,2.6032,2.6681,2.7075,2.2634,2.4518,2.5233,2.7375,2.9136,3.0225,2.5654,2.5328,3.0724,2.9694,2.8609,3.0943,2.8027,2.9573,3.2677,3.207,2.5477,2.5222,2.3161,2.2267,3.3422,3.1482,2.9496,2.8917,2.8854,2.9273,2.8937,2.8316,3.1262,3.0925,4.2506,3.8663,4.7411,4.5116,2.8305,2.7146,2.3697,2.4544,2.9482,2.8018,2.3352,2.4678,2.9155,3.7489,3.0719,2.8898,2.6118,2.8208,2.7711,2.8885,2.6582,2.5859,2.3657,2.3805,2.9536,2.8937,2.7873,2.8161,2.4711,2.5976,2.4451,2.1137,2.9208,2.8509,3.2283,3.1753,3.2539,3.1879,2.7328,2.741,3.1059,2.975,3.2602,3.1446,2.6947,2.7442,2.9811,2.896,2.4612,2.8687,NaN,NaN,2.104,2.1283,3.6409,3.374,2.2503,2.338,2.1289,2.1667,2.5615,2.6157,3.7184,3.6244,3.4228,3.0822,3.4211,3.1101,3.1198,2.7261,2.6204,2.2248,2.5224,2.4311,2.5267,2.4803,3.01,2.6926,2.6614,2.3551,2.3326,2.4423,2.3019,2.179,2.2883,2.2799,2.1964,2.3245,2.4964,2.5435,2.3988,2.2323,2.7649,2.8326,3.2137,2.6128,2.7724,2.7084,2.2663,2.2359,1.8709,2.1433,2.5136,2.4474,2.7742,2.7801,2.6907,2.7988,2.5859,2.5662,2.3341,2.5778,2.5653,2.4611,2.6455,2.8011,2.2399,2.4431
sub-61_T1w,2.7292,2.5767,2.92,2.6691,2.8242,2.7794,2.6766,2.4102,3.1931,3.0068,3.0073,2.8899,3.5095,3.3052,3.1188,3.3471,3.0491,3.1803,3.4225,3.6394,3.5501,3.3679,2.2735,2.308,3.6575,3.137,3.1001,2.9635,3.1145,2.9779,3.3682,3.0032,3.5814,3.442,4.2891,4.0354,5.5385,4.7019,2.8827,2.8984,2.4095,2.5433,3.4869,3.4317,2.6225,2.7362,3.8606,4.0276,2.9735,3.2409,3.0077,3.0344,3.1858,3.1571,2.7808,2.6064,2.6381,2.7276,3.1986,3.1335,2.988,3.0836,3.0694,3.0371,3.5553,3.5922,3.2296,3.4386,3.67,3.5871,3.5963,3.8007,3.3926,3.0339,3.3954,2.967,3.668,3.4408,3.1612,2.9288,3.2063,3.1635,2.7709,3.0927,NaN,NaN,2.026,2.1474,3.3085,3.8944,2.5238,2.3798,2.2909,2.3136,2.5122,2.6684,4.0504,3.5815,3.645,3.697,3.7816,3.4985,3.2517,3.1777,2.3783,2.511,2.8461,2.6965,2.8255,2.7199,3.0199,3.0786,2.4136,2.9722,2.4783,2.5395,2.1363,2.2264,2.523,2.4159,2.7183,2.7168,2.6105,2.7058,2.8301,2.8848,2.6739,3.2226,2.6195,2.7122,2.9915,3.1733,2.5311,2.4173,2.2277,2.4633,2.6263,2.5677,2.9828,2.8743,2.8205,2.8739,2.9444,2.6794,2.5571,2.6863,2.9071,2.6454,2.8406,2.887,2.9909,3.1264
sub-62_T1w,2.3545,2.3603,2.6797,2.6665,2.6314,2.511,2.5614,2.2869,2.7441,2.586,2.7944,2.9082,3.1002,3.0727,3.1076,3.0945,3.0194,2.9227,3.2398,3.3324,3.0237,3.027,2.062,2.2345,3.2729,3.0618,3.2495,2.8694,3.1349,2.9025,3.049,2.923,3.4455,3.2761,4.3811,3.5892,4.459,3.8518,2.7361,2.7512,2.2583,2.2677,2.8411,3.0505,2.2843,2.344,3.4857,2.9983,3.0366,3.1027,2.8384,2.9944,3.0014,3.0037,2.6486,2.595,2.2501,2.2947,3.0294,3.091,2.873,2.8026,2.5626,2.6387,2.9448,3.1498,2.828,2.7443,3.1985,3.3219,3.9492,3.7964,2.8189,2.7319,3.0677,3.0356,3.1011,3.3157,2.7929,2.7098,2.9005,2.6788,2.513,2.6809,NaN,NaN,1.9727,1.9407,3.713,3.8066,2.176,2.21,2.1403,2.2205,2.5198,2.495,3.2876,3.0606,3.4646,3.2324,2.987,3.0363,3.0236,2.7298,2.6162,1.7676,2.52,2.6009,2.4626,2.7485,3.065,2.8519,2.5605,2.681,2.3429,2.4498,2.1643,2.2364,2.1809,2.2015,2.212,2.5079,2.1426,2.5883,2.2945,2.4645,2.9781,2.7721,2.3456,2.3913,3.1293,2.8541,2.4172,2.4293,2.0512,1.7386,2.4167,2.2706,2.9796,2.9313,2.8027,2.8518,3.1596,2.4873,2.6732,2.5709,2.4807,2.604,2.7102,2.6929,2.0971,2.7022
sub-92_T1w,2.3235,2.4161,2.9761,2.8047,2.5384,2.3746,2.7145,2.7359,3.0825,2.9623,2.8187,2.75,3.2815,3.2375,3.2919,3.1891,2.9829,3.1426,3.5149,3.6621,2.8472,3.0814,2.2474,2.4928,3.2038,3.2367,3.059,3.1776,2.9948,3.076,3.0837,3.0875,3.3707,3.2571,4.7665,4.2518,5.3806,4.5678,2.552,2.7956,2.3955,2.4369,2.9267,2.8618,2.4545,2.4427,2.7912,3.3172,3.4875,3.2577,3.0283,2.9077,3.101,3.0541,2.6058,2.648,2.6666,2.5678,3.2219,3.1353,2.932,2.8665,2.9788,2.8781,3.2776,3.7728,3.1949,3.3114,3.3568,3.2517,4.205,3.6825,2.9516,2.9714,2.8493,2.8296,3.2306,3.2072,2.824,2.8257,3.1112,3.2399,2.7821,3.1247,NaN,NaN,2.0826,2.1181,3.5424,3.336,2.4499,2.6311,2.3542,2.412,2.8079,2.8827,4.0772,3.8271,3.7211,3.6715,3.3311,3.4966,3.0436,3.0404,2.416,2.3396,2.7336,2.7083,2.7851,2.6583,3.0214,3.0298,2.6876,2.665,2.456,2.588,2.2441,2.2475,2.3878,2.5436,2.4313,2.6221,2.4472,3.3657,2.5764,2.53,2.853,2.8931,2.838,2.722,2.9496,3.1683,2.6447,2.7218,1.8567,2.0258,2.5848,2.6089,2.8693,2.7273,3.018,2.9151,2.7043,2.5097,2.8144,2.729,2.7734,2.4277,2.7621,2.8812,2.9169,2.9936
