names,lUnknown,rUnknown,lG_and_S_frontomargin,rG_and_S_frontomargin,lG_and_S_occipital_inf,rG_and_S_occipital_inf,lG_and_S_paracentral,rG_and_S_paracentral,lG_and_S_subcentral,rG_and_S_subcentral,lG_and_S_transv_frontopol,rG_and_S_transv_frontopol,lG_and_S_cingul-Ant,rG_and_S_cingul-Ant,lG_and_S_cingul-Mid-Ant,rG_and_S_cingul-Mid-Ant,lG_and_S_cingul-Mid-Post,rG_and_S_cingul-Mid-Post,lG_cingul-Post-dorsal,rG_cingul-Post-dorsal,lG_cingul-Post-ventral,rG_cingul-Post-ventral,lG_cuneus,rG_cuneus,lG_front_inf-Opercular,rG_front_inf-Opercular,lG_front_inf-Orbital,rG_front_inf-Orbital,lG_front_inf-Triangul,rG_front_inf-Triangul,lG_front_middle,rG_front_middle,lG_front_sup,rG_front_sup,lG_Ins_lg_and_S_cent_ins,rG_Ins_lg_and_S_cent_ins,lG_insular_short,rG_insular_short,lG_occipital_middle,rG_occipital_middle,lG_occipital_sup,rG_occipital_sup,lG_oc-temp_lat-fusifor,rG_oc-temp_lat-fusifor,lG_oc-temp_med-Lingual,rG_oc-temp_med-Lingual,lG_oc-temp_med-Parahip,rG_oc-temp_med-Parahip,lG_orbital,rG_orbital,lG_pariet_inf-Angular,rG_pariet_inf-Angular,lG_pariet_inf-Supramar,rG_pariet_inf-Supramar,lG_parietal_sup,rG_parietal_sup,lG_postcentral,rG_postcentral,lG_precentral,rG_precentral,lG_precuneus,rG_precuneus,lG_rectus,rG_rectus,lG_subcallosal,rG_subcallosal,lG_temp_sup-G_T_transv,rG_temp_sup-G_T_transv,lG_temp_sup-Lateral,rG_temp_sup-Lateral,lG_temp_sup-Plan_polar,rG_temp_sup-Plan_polar,lG_temp_sup-Plan_tempo,rG_temp_sup-Plan_tempo,lG_temporal_inf,rG_temporal_inf,lG_temporal_middle,rG_temporal_middle,lLat_Fis-ant-Horizont,rLat_Fis-ant-Horizont,lLat_Fis-ant-Vertical,rLat_Fis-ant-Vertical,lLat_Fis-post,rLat_Fis-post,lMedial_wall,rMedial_wall,lPole_occipital,rPole_occipital,lPole_temporal,rPole_temporal,lS_calcarine,rS_calcarine,lS_central,rS_central,lS_cingul-Marginalis,rS_cingul-Marginalis,lS_circular_insula_ant,rS_circular_insula_ant,lS_circular_insula_inf,rS_circular_insula_inf,lS_circular_insula_sup,rS_circular_insula_sup,lS_collat_transv_ant,rS_collat_transv_ant,lS_collat_transv_post,rS_collat_transv_post,lS_front_inf,rS_front_inf,lS_front_middle,rS_front_middle,lS_front_sup,rS_front_sup,lS_interm_prim-Jensen,rS_interm_prim-Jensen,lS_intrapariet_and_P_trans,rS_intrapariet_and_P_trans,lS_oc_middle_and_Lunatus,rS_oc_middle_and_Lunatus,lS_oc_sup_and_transversal,rS_oc_sup_and_transversal,lS_occipital_ant,rS_occipital_ant,lS_oc-temp_lat,rS_oc-temp_lat,lS_oc-temp_med_and_Lingual,rS_oc-temp_med_and_Lingual,lS_orbital_lateral,rS_orbital_lateral,lS_orbital_med-olfact,rS_orbital_med-olfact,lS_orbital-H_Shaped,rS_orbital-H_Shaped,lS_parieto_occipital,rS_parieto_occipital,lS_pericallosal,rS_pericallosal,lS_postcentral,rS_postcentral,lS_precentral-inf-part,rS_precentral-inf-part,lS_precentral-sup-part,rS_precentral-sup-part,lS_suborbital,rS_suborbital,lS_subparietal,rS_subparietal,lS_temporal_inf,rS_temporal_inf,lS_temporal_sup,rS_temporal_sup,lS_temporal_transverse,rS_temporal_transverse
sub-93_T1w,2.4329,2.6614,2.7999,2.8351,2.541,2.5575,2.7366,2.7452,3.0574,3.098,2.958,2.8136,3.0488,2.9772,3.0385,3.2353,2.9552,3.1147,3.6426,3.5414,2.9071,2.8749,2.3291,2.3763,3.1911,3.4001,2.9124,3.346,3.0071,3.0811,2.9838,3.0268,3.3136,3.2903,4.2482,4.3457,3.9687,4.2665,2.8223,2.9527,2.4224,2.5075,3.1188,3.1126,2.5671,2.7541,3.1256,3.7319,3.0309,3.3749,2.8858,3.0921,2.9874,3.0472,2.6558,2.7549,2.5671,2.6229,3.1492,3.0666,2.9302,3.0167,2.8075,2.7328,2.9454,2.9799,2.9561,3.0155,3.2449,3.2158,2.7866,3.5588,2.8184,2.8447,3.2062,3.0825,3.2762,3.2849,2.8115,2.6478,3.1377,2.8835,2.8096,3.1226,NaN,NaN,2.0783,2.1992,3.0651,3.1316,2.4111,2.394,2.3133,2.2858,2.7841,2.7852,3.5182,3.3489,3.7673,3.4871,3.1325,2.9936,3.0222,3.3129,2.0861,2.1052,2.5841,2.6709,2.8309,2.6259,3.114,3.0517,3.1937,2.801,2.5036,2.4725,2.2585,2.4479,2.3893,2.3248,2.2355,2.1537,2.6457,2.5635,2.5657,2.6253,2.7564,2.8821,3.023,2.5636,2.9149,3.4739,2.4553,2.5675,2.0647,1.7112,2.7044,2.5372,2.9517,2.7171,2.8687,2.7683,2.6955,3.0929,2.8042,2.7188,2.5328,2.6347,2.6297,2.7334,3.0111,3.0656
sub-95_T1w,2.5124,2.2752,2.3726,2.5892,2.4321,2.5469,2.405,2.3091,2.91,2.9352,2.7015,2.7349,2.8563,2.9777,3.054,3.1417,2.8792,3.0291,3.1825,3.4478,3.3282,2.9269,2.1812,2.2134,3.155,3.2236,3.2017,2.6827,2.8827,2.6458,2.8414,2.9305,3.1625,3.0799,4.0105,3.5045,4.6593,3.9906,2.6272,2.7557,2.1951,2.371,2.8337,3.005,2.3416,2.386,3.4175,3.5562,3.1435,3.215,2.6958,2.7364,2.9806,2.9442,2.577,2.5706,2.2582,2.3704,3.0284,2.923,2.8894,2.7643,2.642,2.6066,2.0598,3.032,2.9954,3.0549,3.2483,3.0899,3.3379,3.8239,2.6734,2.7183,2.9402,2.8486,3.0269,2.9846,2.6289,2.728,3.0253,2.6165,2.9164,2.8083,NaN,NaN,1.9251,2.1946,3.4283,3.2831,2.2971,2.3574,2.2078,2.2543,2.5139,2.535,3.7325,3.6011,3.5085,3.4863,3.1861,3.0583,3.2048,3.2785,2.1575,2.3458,2.4669,2.6274,2.527,2.6721,2.7062,2.8779,2.243,2.4446,2.3172,2.2661,2.0193,2.054,2.1191,2.0795,2.1448,1.9826,2.5266,2.6134,2.787,2.4809,2.6152,2.5649,2.5739,2.455,2.8763,2.9828,2.3055,2.3908,2.0219,1.9072,2.3629,2.2445,2.6199,2.7851,2.8413,2.8624,2.7007,2.3147,2.5977,2.524,2.3846,2.3702,2.3852,2.4874,2.7432,2.8747
sub-96_T1w,2.4991,2.4754,2.7351,2.4949,2.7364,2.6076,2.6314,2.5369,3.2234,3.0331,2.6839,2.8064,3.1342,3.0967,3.1217,3.0542,2.7584,2.9936,3.5973,3.7216,3.0342,3.3824,2.4306,2.3819,3.2115,3.1662,3.1207,3.3591,3.0323,2.9862,3.1888,3.0201,3.428,3.4189,4.5129,4.2429,4.5355,4.7085,2.7874,2.8692,2.5249,2.6712,3.0517,3.256,2.4956,2.7087,3.1002,3.6725,3.2576,3.2556,2.7982,3.0432,3.1542,3.1234,2.7419,2.6988,2.4608,2.5852,3.2043,3.0775,3.1032,3.1675,2.6388,2.5348,2.4105,2.6834,3.2373,3.0787,3.4853,3.4778,3.8396,3.5443,2.8981,3.052,3.1129,3.0745,3.1593,3.374,2.2418,2.9942,3.0468,3.1017,2.7598,3.0278,NaN,NaN,2.1233,2.1454,3.0375,3.0445,2.3146,2.2898,2.3199,2.2825,2.753,2.6564,3.3706,3.3562,3.284,3.4003,3.3628,3.4082,3.1974,2.7946,2.6244,2.6987,2.7879,2.787,2.8314,2.7172,2.9229,2.9375,2.9343,2.9587,2.5976,2.4171,2.2082,2.3012,2.3835,2.4699,2.646,2.2621,2.6639,2.7058,2.3669,2.5748,2.6345,2.6739,2.3723,2.416,3.1051,3.1505,2.7274,2.4886,2.0193,2.0119,2.5012,2.6921,3.0344,2.9897,2.9911,2.8144,2.7085,2.295,2.6057,2.9154,2.3566,2.8674,2.7549,2.8697,2.7075,3.1235
sub-97_T1w,2.3821,2.4045,2.572,2.5813,2.5793,2.6322,2.2256,2.4221,3.0966,2.8639,2.65,2.7388,3.2182,3.1537,3.0091,3.4167,2.8556,3.1097,3.5034,3.4682,2.6385,3.0251,2.1911,2.2204,3.2581,3.058,3.2532,2.9579,3.0251,2.9813,3.1548,2.9232,3.1937,3.3855,4.4195,4.7875,5.2591,4.3858,2.6498,2.9546,2.1568,2.352,3.0302,3.1124,2.2065,2.4242,3.4534,3.8343,3.3418,2.9892,2.906,2.9008,3.0043,2.9877,2.5456,2.5327,2.1375,2.0253,2.9689,2.8864,2.7831,2.9645,2.8879,2.9039,2.9614,3.2269,2.9624,2.6688,3.2306,3.3086,3.8518,4.0336,2.8476,2.7417,2.9877,2.9886,3.343,3.1581,2.7097,2.7853,3.4485,3.2544,2.7931,2.9267,NaN,NaN,2.054,2.2404,3.5035,3.2955,2.3296,2.2794,2.2618,2.1812,2.8444,2.63,3.6199,3.5327,3.6068,3.2406,3.2677,3.2271,3.1328,3.3771,2.0552,2.1416,2.8439,2.6759,2.6992,2.7895,3.0644,3.1113,2.4766,2.6532,2.4059,2.3839,2.2107,2.5076,2.4016,2.4229,2.5464,2.4347,2.8024,3.6636,2.2938,2.6568,2.6606,2.7729,2.2924,2.5,3.2084,3.1739,2.6423,2.6844,1.7104,2.1253,2.5292,2.3562,2.9255,2.708,3.0668,2.8447,2.6993,2.9348,2.6048,2.7923,2.5744,2.3552,2.6787,2.6292,2.6117,2.8966
sub-100_T1w,2.5076,2.7061,2.7572,2.8857,2.5066,2.8324,2.7855,2.1636,3.0952,2.9719,2.8623,2.8871,3.4658,3.2313,3.3736,3.33,3.3297,3.2083,3.7494,3.8439,3.1381,2.86,2.4567,2.5147,3.473,3.6216,2.9488,3.1289,3.2327,3.1279,3.3467,3.0405,3.4112,3.3649,4.5379,4.9748,5.447,4.657,2.7367,2.9957,2.3043,2.5636,3.1991,3.2563,2.6452,2.714,3.4508,3.5918,3.4933,3.2835,2.9902,3.1034,3.1367,3.0773,2.8422,2.8565,2.3314,2.4364,3.2664,3.1591,2.9755,3.0391,2.8361,2.6341,4.8786,3.1052,3.235,3.2887,3.394,3.3667,3.8607,3.7286,3.0045,3.1439,3.3419,3.3337,3.2021,3.3953,3.181,3.323,3.7744,2.7219,2.9049,3.2233,NaN,NaN,2.0464,2.2974,4.0997,3.7965,2.4133,2.4126,2.3295,2.3963,2.7267,2.7124,4.2877,3.5115,3.4517,3.7609,3.7412,3.6558,3.2861,3.2016,2.0983,2.2122,2.8595,2.9763,3.0251,2.7611,3.2379,3.1817,2.5506,3.0139,2.6404,2.663,2.1089,2.4407,2.4927,2.2863,2.1307,2.4686,2.7753,3.2934,2.8526,2.7033,3.0432,3.0322,2.9488,2.6158,3.162,3.2144,2.6079,2.6082,1.9694,2.1309,2.6543,2.5754,3.1999,3.0839,3.2075,2.9406,3.3798,3.0638,2.7037,2.8409,2.9936,2.6838,2.8188,3.0746,2.9505,2.7433
sub-101_T1w,2.5471,2.463,2.5353,2.9674,2.8486,2.6486,2.4632,2.1017,3.0037,2.9906,2.8608,2.981,3.0925,3.2657,2.9721,3.2303,2.7929,3.0518,3.6575,3.6164,3.033,3.0327,2.3489,2.2429,3.1884,3.2045,3.5152,3.2528,2.9746,3.2662,3.2142,3.1488,3.4059,3.504,4.767,4.3761,5.4336,4.6718,3.0364,2.9677,2.4298,2.5223,3.2786,3.3287,2.6327,2.6354,3.5485,3.7373,3.4134,3.518,3.0986,3.0253,3.1133,3.0724,2.7362,2.677,2.5004,2.3454,3.2099,3.077,3.0549,2.9485,2.7042,2.7814,3.158,3.0519,2.9731,3.0877,3.407,3.6303,3.7484,3.8427,2.9955,3.0283,3.1722,2.953,3.2511,3.401,2.6439,2.5394,3.2747,3.0039,2.71,3.006,NaN,NaN,2.1849,2.272,3.9063,4.0206,2.1981,2.195,2.2415,2.3365,2.7014,2.4967,4.1379,3.8037,3.4288,3.229,3.2864,3.2055,3.0793,2.8761,2.3726,2.4368,2.7702,2.7436,2.7537,2.7051,2.9855,3.0277,2.3383,3.1858,2.5147,2.4782,2.2381,2.282,2.4269,2.1673,2.3618,2.6186,2.4948,2.9813,2.7888,2.5525,2.8911,3.338,2.3653,2.3821,3.2155,3.2852,2.5419,2.4968,1.8595,1.9632,2.5562,2.6575,2.9381,2.9129,2.8746,2.9688,2.3601,2.7764,2.8199,2.8829,2.658,2.5863,2.7496,2.7888,2.4971,2.846
sub-104_T1w,2.5272,2.4142,2.6924,2.7367,2.5813,2.3778,2.7177,2.2784,2.9213,3.0625,2.8019,2.804,3.1688,3.1815,3.1992,3.3742,3.2688,3.0546,3.478,3.4708,3.2462,3.2471,2.2372,2.3113,3.2,3.31,3.1188,2.8439,2.9438,3.0488,3.0053,2.7997,3.2596,3.2334,4.3917,5.0223,5.1539,4.8882,2.8176,3.0153,2.3876,2.6496,3.1435,3.0759,2.3393,2.4859,3.648,3.5918,3.0721,3.0518,3.0609,3.0003,2.9891,3.0219,2.6775,2.5641,2.5427,2.5391,2.8902,2.9987,2.942,2.902,2.8654,2.8056,2.414,3.5496,3.0584,3.055,3.4361,3.3417,3.926,3.5807,2.9348,3.2877,2.7321,3.1755,3.3693,3.3666,2.8601,2.893,2.9365,2.8539,2.9139,3.0981,NaN,NaN,2.0187,2.2491,4.1203,3.4129,2.4324,2.2641,2.1874,2.177,2.7084,2.6748,3.9922,3.5932,3.6509,3.5795,3.3993,3.2771,3.1829,2.702,2.2962,2.3263,2.8095,2.8209,2.9122,2.6112,3.0718,2.9194,3.2572,2.6886,2.5617,2.6593,2.192,2.363,2.3096,2.3893,2.4108,2.3789,2.7383,2.595,2.9132,2.7244,2.8336,2.6523,2.6154,2.747,2.8716,3.1116,2.6572,2.611,2.1329,1.712,2.6084,2.401,3.0671,2.8912,3.0882,2.8423,2.6542,2.4504,2.7037,2.5811,2.7169,2.7883,2.8955,2.8743,2.7183,3.3122
sub-106_T1w,2.5318,2.7657,2.9021,2.9677,2.7352,2.7229,2.7466,2.7728,2.984,3.0606,3.284,2.8955,3.4529,3.3128,3.329,3.4549,3.1095,3.2732,3.66,3.5708,3.0185,3.3243,2.2972,2.4932,3.5056,3.2602,3.4802,3.3215,3.2672,3.107,3.4419,3.3413,3.5881,3.6119,4.3592,4.8154,4.3789,4.7269,2.9287,2.831,2.3478,2.5789,3.1015,3.2877,2.7618,2.8756,3.7984,3.7225,3.4895,3.3192,3.053,3.2656,3.1796,3.248,2.9455,2.9496,2.4468,2.4902,3.3054,3.3733,3.0656,3.2631,2.9652,2.6115,3.4196,3.0011,3.0319,3.1737,3.3229,3.663,4.1309,3.7933,2.928,3.2683,3.2306,3.1167,3.5862,3.6118,2.7374,2.8936,3.3894,3.1062,2.7988,2.9256,NaN,NaN,2.183,2.1968,3.7939,3.6946,2.34,2.2584,2.2695,2.3375,2.7895,2.8107,3.9989,3.6377,3.7841,3.7241,3.3668,3.3323,3.2409,3.3384,3.0673,2.9385,2.9166,2.8117,2.8722,3.1615,2.9965,3.2706,2.776,2.8746,2.4566,2.7062,2.4086,2.4498,2.4059,2.4474,2.3497,2.4273,2.752,3.0095,2.7719,2.814,2.8271,2.4973,2.5156,2.4312,3.4711,3.3684,2.6077,2.6554,2.0122,2.1418,2.6809,2.5535,2.9568,2.8507,2.9807,3.0011,3.1188,2.5385,2.6538,2.9795,2.6751,2.7819,2.6436,2.9516,2.8656,2.8045
sub-108_T1w,2.5735,2.58,2.6648,2.4483,2.2935,2.3674,2.5431,2.4736,2.9586,2.9027,2.6991,2.7691,2.9786,3.128,3.0828,3.1702,2.8704,3.006,3.3645,3.5958,2.9414,3.0257,2.1934,2.2299,3.1703,2.9579,3.3679,2.8194,2.9876,2.8253,2.9901,3.026,3.2072,3.2836,4.0819,3.7627,4.7981,3.8563,2.7465,2.5908,2.339,2.2787,2.9849,2.9549,2.4621,2.5683,3.7692,3.5602,3.2081,3.2001,2.9338,3.0537,2.9404,3.0048,2.6999,2.6015,2.3942,2.3832,3.0775,2.9336,2.9151,2.9033,2.5599,2.8344,2.7429,3.2648,2.9649,3.1129,3.277,3.2467,3.7638,3.6074,2.9458,2.8857,2.7923,2.8423,3.3916,3.3119,3.0308,2.9458,3.1379,2.858,2.6408,2.6906,NaN,NaN,2.0911,1.9953,3.3471,2.9636,2.2481,2.4479,2.272,2.2284,2.678,2.4289,3.4329,3.4111,3.2715,3.1646,3.0138,3.0152,2.7944,2.6073,2.281,2.1281,2.7061,2.6464,2.6022,2.6282,2.7512,2.7266,2.4149,2.3235,2.3157,2.3796,2.2759,2.4971,2.1251,2.0959,2.3851,2.4751,2.5093,2.3848,2.5295,2.6347,2.4671,2.8034,2.3578,2.3495,2.8348,3.0492,2.301,2.4705,2.0248,2.4005,2.3373,2.4119,2.8689,2.9111,2.8433,2.8083,2.9743,2.3641,2.5243,2.6543,2.578,2.5299,2.5883,2.8071,2.8429,3.0389
sub-112_T1w,2.6501,2.6372,2.7994,2.5596,2.3659,2.4854,2.515,2.6892,2.9054,2.9101,2.742,2.6904,3.1915,3.1003,3.0838,3.3517,2.8019,3.026,3.1252,3.3153,2.9332,2.8739,2.2096,2.1685,3.3435,3.0891,3.1745,3.1202,2.8462,3.0449,3.1164,3.0207,3.4726,3.5042,4.4958,3.9415,5.4106,4.0756,2.6401,2.7678,2.176,2.319,3.1,2.8448,2.5982,2.4392,3.3269,3.4222,3.3484,3.3582,2.8463,3.103,3.0697,2.9653,2.5779,2.5205,2.3944,2.119,3.0719,3.1385,2.7847,2.8093,2.6412,2.7487,2.7448,2.2971,2.9924,3.0413,3.1428,3.4652,4.0636,3.7688,2.8033,2.9416,3.0546,3.0382,3.1065,3.3657,3.0725,2.721,2.9111,3.0281,2.7221,2.8985,NaN,NaN,2.0433,2.0862,3.7128,3.8531,2.4608,2.3388,2.2716,2.2538,2.4635,2.7048,3.9411,3.5759,3.7245,3.5581,3.371,3.236,3.0255,2.9816,2.1429,1.7619,2.5139,2.6546,2.7842,2.5285,3.1006,3.0137,2.3433,2.3529,2.3813,2.4859,2.1378,2.1225,2.3548,2.2531,2.248,2.706,2.6714,2.7526,2.556,2.3729,2.5909,2.5141,2.5355,2.9851,2.9704,3.155,2.4458,2.5099,1.8506,2.0474,2.4279,2.3723,2.8603,2.9508,2.9307,2.9929,2.9582,2.805,2.5314,2.4458,2.4482,2.4515,2.4397,2.7798,2.3973,2.8524
sub-113_T1w,2.5691,2.4832,2.8839,2.8433,2.8091,2.6352,2.5614,2.7577,3.2191,2.9302,2.8733,2.8415,3.3982,3.4686,3.5325,3.5225,3.4513,3.3482,3.4609,3.6136,3.4657,2.9676,2.2467,2.394,3.25,3.0253,3.243,3.5349,3.1577,3.1301,3.2298,3.0174,3.5377,3.4652,4.4333,4.2845,5.0093,4.3519,2.6343,2.8641,2.345,2.3717,3.0688,3.0423,2.5098,2.4849,3.7518,3.2165,3.4343,3.2997,3.0065,3.1416,3.0822,3.1912,2.7449,2.883,2.4164,2.3284,2.9441,2.918,3.0114,3.0559,2.6415,2.4791,3.7301,3.1238,3.0604,2.8365,3.2349,3.1157,4.3589,3.4507,2.9401,3.0459,2.8892,3.0261,3.3175,3.2862,2.8203,3.0307,3.25,3.0632,2.9994,3.0568,NaN,NaN,1.9787,1.9998,3.6612,3.6067,2.2251,2.3783,2.2361,2.1102,2.8638,2.8206,3.9105,3.7786,3.4086,3.2248,3.4596,3.4654,2.8883,2.8864,2.4351,2.4631,2.8256,2.8157,2.9793,2.9296,3.1397,3.1509,2.678,2.7084,2.2561,2.4411,2.2101,2.7244,2.2833,2.3275,2.719,2.7362,3.0272,3.0938,2.7061,2.3819,2.7407,2.9022,2.4528,2.4113,3.3618,3.1518,2.4876,2.4439,2.1506,2.0234,2.5901,2.4606,3.0402,2.9847,3.113,3.0437,2.8296,2.2277,2.7834,2.7808,2.8399,2.5218,2.8986,2.8573,3.0574,2.9352
sub-114_T1w,2.5379,2.4769,2.7316,2.5718,2.3866,2.488,2.456,2.3681,2.9676,2.7355,2.5329,2.518,3.0439,2.8988,3.1709,3.2606,2.9029,3.0298,3.3849,3.475,3.5176,3.7475,2.2234,2.1794,3.2329,3.2804,2.6852,2.536,2.842,2.8366,3.0171,2.864,3.3443,3.2352,4.2446,3.953,5.3221,4.5322,2.649,2.7876,2.3763,2.4335,3.0897,3.2791,2.4606,2.5592,2.7731,3.6135,3.0877,3.1066,2.8643,2.8406,2.908,2.8603,2.6014,2.5451,2.3042,2.242,3.0889,2.9901,2.9688,2.7429,2.7246,2.7641,2.8543,3.2375,2.7978,2.5134,3.2987,3.2522,4.1057,3.4858,2.8184,2.9245,2.8935,3.0522,3.14,3.1512,2.9252,2.906,2.7993,2.871,2.6772,2.8446,NaN,NaN,1.9963,2.1254,3.7593,2.6947,2.433,2.3314,2.2081,2.3129,2.5899,2.6372,3.4968,3.696,3.5548,3.2591,3.3315,3.307,2.9923,3.0899,2.2429,2.1507,2.7291,2.6194,2.8233,2.5221,3.0568,2.8548,2.6864,2.4979,2.3842,2.3384,2.1887,2.4377,2.3965,2.2764,2.4018,2.4859,2.5109,2.7152,2.6319,2.2371,2.6381,2.8153,2.4783,2.6115,3.0167,2.8386,2.4473,2.5357,2.3717,2.2284,2.4307,2.2774,2.8872,2.8996,2.9512,2.8945,2.7939,2.4506,2.7091,2.4921,2.6957,2.669,2.78,2.8307,2.1874,2.124
sub-115_T1w,2.568,2.4314,2.7035,2.8733,2.5426,2.5578,2.1796,2.061,3.0067,3.1587,2.8748,2.7711,2.9184,2.9737,3.0492,3.2637,3.1268,2.9916,3.7065,3.7933,3.7799,3.224,2.2902,2.3,3.2459,3.2368,3.1582,3.181,2.9671,3.0633,3.1454,3.0483,3.3304,3.2423,4.4484,4.6311,5.2779,4.7133,2.7175,2.9747,2.1072,2.4477,3.1738,3.1526,2.3954,2.6649,3.3057,3.3696,3.5036,3.5445,3.1858,3.3699,3.0579,3.0478,2.7626,2.6909,2.4456,2.6534,2.8984,2.9476,2.8936,2.9721,2.6883,2.7329,2.341,3.5257,3.1403,2.7329,3.513,3.4239,4.1659,3.9604,2.6329,2.9314,3.1681,3.2862,3.4262,3.2849,3.2973,2.7792,2.7442,2.9773,2.799,2.8148,NaN,NaN,2.0332,1.9713,4.054,3.4989,2.1065,2.2367,2.1345,2.1875,2.5257,2.6593,3.9009,3.7506,3.7355,3.7163,3.3463,3.046,3.1669,2.8768,2.3589,2.6529,2.6798,2.6216,2.7363,2.689,2.9994,2.8878,3.009,3.1069,2.6386,2.5595,2.2032,2.3892,2.1187,2.0996,2.8788,2.4551,2.597,3.2603,2.7609,2.6712,2.7744,2.7302,2.4548,2.2924,3.0577,3.2762,2.5514,2.505,1.9713,1.7647,2.5304,2.585,2.84,2.8621,2.8598,2.8211,2.843,2.5982,2.53,2.6037,2.5226,3.1567,2.7706,2.8677,3.0151,2.968
sub-117_T1w,2.3779,2.3226,2.5853,2.777,2.3974,2.4527,2.489,2.3909,2.7697,2.5651,2.7968,2.6243,2.6566,2.8299,3.0625,3.1486,2.671,2.716,3.1998,3.3615,3.1141,2.7546,2.0595,2.1269,2.9903,2.975,3.3001,2.9255,2.7981,2.6712,2.9843,2.8177,3.1143,3.2081,3.8706,4.0802,4.2077,4.0702,2.608,2.6264,2.1241,2.2265,2.7219,2.9159,2.2046,2.2157,3.4246,3.3051,3.2025,3.0455,2.7536,2.7433,2.9009,2.7838,2.4874,2.4597,2.1671,2.1759,2.9846,2.9409,2.6272,2.7985,2.7235,2.6975,2.3289,2.2603,2.6864,2.6947,3.0524,3.0206,3.6191,3.4218,2.9348,2.7593,2.9075,2.9202,2.7601,3.0758,2.5868,2.871,2.8776,2.5926,2.4509,2.4548,NaN,NaN,1.9328,1.9239,3.6793,3.004,2.4646,2.2025,2.1616,2.0662,2.4475,2.5229,3.4868,3.0767,3.4646,3.0859,2.8735,2.8855,2.8974,3.0674,2.1267,2.0758,2.6543,2.5779,2.631,2.5809,2.8391,2.8144,2.5934,2.536,2.2934,2.1816,1.9397,1.8435,2.0039,1.9833,2.3009,2.0618,2.5254,2.4402,2.2971,2.396,2.6388,2.6511,2.292,2.2559,2.8611,3.1007,2.4087,2.2318,2.0743,1.7499,2.2372,2.2205,2.7191,2.6104,2.9517,2.7555,2.7915,2.158,2.4275,2.3376,2.5465,2.1698,2.4858,2.4363,2.3808,2.6281
sub-119_T1w,2.4714,2.6329,3.0548,2.5685,2.6532,2.7221,2.6602,2.5345,3.1211,3.005,2.9393,3.0008,3.0615,3.0532,3.3847,3.2759,3.3606,3.4226,3.9904,3.9555,3.4694,3.6254,2.469,2.2461,3.359,3.454,3.4875,3.1531,3.0873,3.241,3.2126,3.009,3.5008,3.5445,3.9865,4.4854,4.3292,4.4462,2.9589,3.079,2.5872,2.7057,3.5125,3.6978,2.5054,2.6509,3.1184,3.8881,3.6627,3.4614,3.0367,3.291,3.0199,3.202,2.8004,2.8383,2.4896,2.5067,3.216,3.2392,3.2235,3.085,2.7477,2.4574,3.5517,2.5233,2.8674,3.1585,3.4062,3.4632,3.6932,3.9192,3.0146,3.2228,3.1117,3.2381,3.5557,3.5463,3.124,2.9474,3.0469,2.9176,2.9103,3.1818,NaN,NaN,2.2494,2.1608,3.739,3.4617,2.4288,2.6431,2.3425,2.3919,2.8297,2.7603,3.3996,3.4293,3.7476,3.403,3.3418,3.3238,3.3107,3.0158,2.3504,2.6437,2.695,3.0183,2.5556,2.7606,2.9691,2.9678,2.762,2.9194,2.4214,2.7282,2.2714,2.4016,2.5225,2.5768,2.7069,2.5431,2.4382,2.7076,2.4489,2.5671,3.144,3.2152,2.5989,3.0169,3.1092,3.0396,2.8161,2.7252,2.1663,2.2928,2.6069,2.4746,3.0129,3.0777,2.9834,3.1244,2.9328,2.4988,2.6352,2.8202,2.7069,2.4675,2.7353,2.9459,2.9117,3.3092
sub-122_T1w,2.5296,2.6218,2.6941,2.6926,2.5932,2.8028,2.573,2.3706,3.164,2.886,2.9089,2.9253,3.0381,2.9668,3.2488,3.2227,3.0808,3.0765,3.7128,3.4461,3.0543,2.835,2.344,2.4202,3.2433,3.2193,2.9553,2.9154,2.8904,2.9073,3.0332,3.0274,3.3398,3.3415,4.138,4.2928,5.227,4.4368,2.7906,2.9978,2.4839,2.5902,2.9715,3.2218,2.4427,2.6493,3.6785,3.6662,3.1721,3.1518,2.9244,3.023,3.1078,2.9616,2.6587,2.7091,2.3875,2.2212,2.9713,3.0221,2.994,3.0082,2.6395,2.5047,3.8986,2.6051,3.0866,2.9053,3.4443,3.3314,3.9676,3.6835,3.0474,3.0593,3.0981,3.0538,3.2004,3.4637,2.4144,2.9989,2.7898,2.9184,2.7443,2.8236,NaN,NaN,2.033,2.1898,3.9361,3.2575,2.4404,2.3848,2.234,2.2426,2.6363,2.6922,3.6313,3.4834,3.6009,3.165,3.2943,3.381,3.1426,2.8604,2.3453,2.1373,2.5117,2.5094,2.6935,2.557,3.0378,3.0854,2.9759,2.6899,2.4732,2.6623,2.3894,2.33,2.2323,2.3765,2.6656,2.3748,3.1566,3.4654,2.5874,2.3875,2.6061,2.3409,2.2685,2.3607,2.9965,3.2007,2.6989,2.5434,2.3102,2.0761,2.6102,2.3168,3.0556,2.8705,3.0909,3.0192,3.2751,2.669,2.7167,2.7286,3.1125,2.7143,2.7053,2.82,3.0382,3.0002
